SeqName	length	bit-score	eValue	hitName	GOs	ACC
contig_1441	625	109.768	6.19294E-26	gb|OUS44538.1|alanine racemase [Ostreococcus tauri]	GO:0003677, GO:0006355	A0A1Y5I4V0	
contig_2214	502	50.447	9.4889E-6	gb|OUS44612.1|transcriptional regulator, MerR family protein, partial [Ostreococcus tauri]	GO:0003677, GO:0006355	A0A1Y5IBS0	
contig_87	720	64.6994	3.93217E-9	gb|KAF1853100.1|hypothetical protein Lal_00009460 [Lupinus albus]	GO:0005525, GO:0003700, GO:0000166, GO:0005737, GO:0097159, GO:0043023, GO:0043022, GO:0016787, GO:0016887, GO:1901363, GO:0006355, GO:0043565, GO:0005524	A0A6A5KZ78	
contig_1668	523	155.221	1.29893E-41	gb|KAF1853100.1|hypothetical protein Lal_00009460 [Lupinus albus]	GO:0005525, GO:0003700, GO:0000166, GO:0005737, GO:0097159, GO:0043023, GO:0043022, GO:0016787, GO:0016887, GO:1901363, GO:0006355, GO:0043565, GO:0005524	A0A6A5KZ78	
contig_2907	852	40.0466	0.828789	ref|XP_016689577.2|DDT domain-containing protein DDR4 [Gossypium hirsutum]	GO:0006355, GO:0031213	A0A1U8JGV7	
contig_1142	718	154.066	1.28933E-42	gb|EEF23020.1|Transcription elongation protein nusA, putative, partial [Ricinus communis]	GO:0000166, GO:0005737, GO:0003723, GO:0031564, GO:0006353, GO:0003676	B9TM94	
contig_2694	562	144.05	4.01005E-40	dbj|GFC71029.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003700, GO:0005737, GO:0042274, GO:0006355, GO:0031564, GO:0031554, GO:0006353	A0A699QIR4	
contig_927	530	37.3502	1.85318	ref|XP_010270366.1|PREDICTED: transcription termination factor MTERF5, chloroplastic-like [Nelumbo nucifera]	GO:0009507, GO:0003690, GO:0006355, GO:0006353, GO:0009658, GO:0032502	A0A1U8AV23	
contig_256	514	35.4242	6.34382	ref|XP_019418105.1|PREDICTED: uncharacterized protein LOC109328918 [Lupinus angustifolius]	GO:0003690, GO:0006355, GO:0006353	A0A4P1QVR8	
contig_1806	589	35.8094	7.85055	ref|XP_002954428.1|hypothetical protein VOLCADRAFT_95196 [Volvox carteri f. nagariensis]	GO:0003690, GO:0006355, GO:0006353	D8U6V6	
contig_795	644	72.0182	6.03666E-12	gb|KZV15403.1|hypothetical protein F511_19583 [Dorcoceras hygrometricum]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0016020, GO:0016021, GO:0006355	A0A2Z7A2P4	
contig_805	664	55.8398	2.6442E-6	gb|KZV15403.1|hypothetical protein F511_19583 [Dorcoceras hygrometricum]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0016020, GO:0016021, GO:0006355	A0A2Z7A2P4	
contig_808	502	80.1073	3.54432E-15	gb|KZV15403.1|hypothetical protein F511_19583 [Dorcoceras hygrometricum]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0016020, GO:0016021, GO:0006355	A0A2Z7A2P4	
contig_1153	828	85.8853	5.03002E-16	gb|KZV15403.1|hypothetical protein F511_19583 [Dorcoceras hygrometricum]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0016020, GO:0016021, GO:0006355	A0A2Z7A2P4	
contig_1724	536	63.929	1.55239E-9	gb|KZV15403.1|hypothetical protein F511_19583 [Dorcoceras hygrometricum]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0016020, GO:0016021, GO:0006355	A0A2Z7A2P4	
contig_2112	569	95.1301	3.02435E-20	gb|KZV15403.1|hypothetical protein F511_19583 [Dorcoceras hygrometricum]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0016020, GO:0016021, GO:0006355	A0A2Z7A2P4	
contig_2775	933	89.3521	4.99838E-17	gb|KZV15403.1|hypothetical protein F511_19583 [Dorcoceras hygrometricum]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0016020, GO:0016021, GO:0006355	A0A2Z7A2P4	
contig_2797	580	58.5362	1.77221E-7	gb|KZV15403.1|hypothetical protein F511_19583 [Dorcoceras hygrometricum]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0016020, GO:0016021, GO:0006355	A0A2Z7A2P4	
contig_368	620	83.9593	2.36674E-17	ref|XP_002960012.1|hypothetical protein VOLCADRAFT_101523 [Volvox carteri f. nagariensis]	GO:0003677, GO:0016987, GO:0003700, GO:2000142, GO:0006352, GO:0006355	D8UMX6	
contig_559	531	43.1282	0.00750042	dbj|GFC66022.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0006355	A0A699QGP4	
contig_974	597	47.7506	6.38867E-4	gb|EEF25787.1|conserved hypothetical protein [Ricinus communis]	GO:0003677, GO:0016987, GO:0003700, GO:2000142, GO:0006352, GO:0006355	B9TEC6	
contig_1961	546	103.99	3.26329E-25	dbj|GFC64615.1|RNA polymerase sigma-E factor, putative [Tanacetum cinerariifolium]	GO:0016987, GO:0003677, GO:0003700, GO:2000142, GO:0006352, GO:0006355	A0A699QH91	
contig_2168	737	56.6102	4.92296E-7	gb|KNA03516.1|hypothetical protein SOVF_208440 [Spinacia oleracea]	GO:0016987, GO:0003677, GO:0003700, GO:2000142, GO:0006352, GO:0006355	A0A0K9QAG1	
contig_2477	592	41.5874	0.0514524	gb|KNA03516.1|hypothetical protein SOVF_208440 [Spinacia oleracea]	GO:0016987, GO:0003677, GO:0003700, GO:2000142, GO:0006352, GO:0006355	A0A0K9QAG1	
contig_2492	688	49.6766	1.15576E-4	gb|KNA03516.1|hypothetical protein SOVF_208440 [Spinacia oleracea]	GO:0016987, GO:0003677, GO:0003700, GO:2000142, GO:0006352, GO:0006355	A0A0K9QAG1	
contig_2705	621	38.5058	0.834031	gb|OUS44541.1|hypothetical protein BE221DRAFT_148233, partial [Ostreococcus tauri]	GO:0003677, GO:0016987, GO:0003700, GO:0006352, GO:2000142, GO:0006355	A0A1Y5I510	
contig_2834	543	63.5438	9.57229E-10	ref|XP_021300587.1|uncharacterized protein LOC110428994, partial [Herrania umbratica]	GO:0016987, GO:0003677, GO:0003700, GO:2000142, GO:0006352, GO:0006355	A0A6J1BM05	
contig_2883	798	72.0182	2.45741E-12	dbj|GFC93351.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016987, GO:0003677, GO:0003700, GO:0006352, GO:2000142, GO:0006355	A0A699S7B3	
contig_1516	661	77.411	3.36834E-14	gb|KAF1855766.1|hypothetical protein Lal_00002513 [Lupinus albus]	GO:0016987, GO:0003677, GO:0003700, GO:0071482, GO:0006352, GO:2000142, GO:0006355	A0A6A5L414	
contig_1092	656	62.003	2.07206E-8	dbj|GFB08718.1|putative membrane-bound O-acyltransferase C24H6.01c [Tanacetum cinerariifolium]	GO:0003677, GO:0003700, GO:0016020, GO:0042121, GO:0016021, GO:0019432, GO:0016740, GO:0016987, GO:0016746, GO:2000142, GO:0006352, GO:0006355, GO:0005886	A0A699KYL3	
contig_1640	680	49.2914	4.11785E-4	dbj|GFB08718.1|putative membrane-bound O-acyltransferase C24H6.01c [Tanacetum cinerariifolium]	GO:0003677, GO:0003700, GO:0016020, GO:0042121, GO:0016021, GO:0019432, GO:0016740, GO:0016987, GO:0016746, GO:2000142, GO:0006352, GO:0006355, GO:0005886	A0A699KYL3	
contig_2590	674	90.8929	3.45209E-18	dbj|GFB08718.1|putative membrane-bound O-acyltransferase C24H6.01c [Tanacetum cinerariifolium]	GO:0003677, GO:0003700, GO:0016020, GO:0042121, GO:0016021, GO:0019432, GO:0016740, GO:0016987, GO:0016746, GO:2000142, GO:0006352, GO:0006355, GO:0005886	A0A699KYL3	
contig_2636	762	64.3142	5.67362E-9	dbj|GFB08718.1|putative membrane-bound O-acyltransferase C24H6.01c [Tanacetum cinerariifolium]	GO:0003677, GO:0003700, GO:0016020, GO:0042121, GO:0016021, GO:0019432, GO:0016740, GO:0016987, GO:0016746, GO:2000142, GO:0006352, GO:0006355, GO:0005886	A0A699KYL3	
contig_3260	713	65.0846	3.11034E-9	dbj|GEU28688.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003700, GO:0006352, GO:0006355, GO:0015074, GO:0003676	A0A699GIX2	
contig_1270	501	40.817	0.134932	gb|KAF1853223.1|hypothetical protein Lal_00009584 [Lupinus albus]	GO:0003677, GO:0016987, GO:0003700, GO:0031071, GO:0030170, GO:0003824, GO:0006352, GO:2000142, GO:0006355, GO:0006534	A0A6A5L0Z6	
contig_1711	563	92.8189	2.40944E-19	gb|KAF1853223.1|hypothetical protein Lal_00009584 [Lupinus albus]	GO:0003677, GO:0016987, GO:0003700, GO:0031071, GO:0030170, GO:0003824, GO:0006352, GO:2000142, GO:0006355, GO:0006534	A0A6A5L0Z6	
contig_1965	542	100.138	6.15399E-22	gb|KAF1853223.1|hypothetical protein Lal_00009584 [Lupinus albus]	GO:0003677, GO:0016987, GO:0003700, GO:0031071, GO:0030170, GO:0003824, GO:0006352, GO:2000142, GO:0006355, GO:0006534	A0A6A5L0Z6	
contig_2078	540	87.8113	1.03205E-17	gb|KAF1853223.1|hypothetical protein Lal_00009584 [Lupinus albus]	GO:0003677, GO:0016987, GO:0003700, GO:0031071, GO:0030170, GO:0003824, GO:0006352, GO:2000142, GO:0006355, GO:0006534	A0A6A5L0Z6	
contig_503	680	65.4698	3.5317E-10	dbj|GFC91128.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003700, GO:0006352, GO:0006355	A0A699S268	
contig_604	731	63.5438	8.34075E-10	dbj|GFD21508.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003700, GO:0006352, GO:0006355	A0A699UJR4	
contig_2154	903	46.9802	3.51715E-4	dbj|GFC84986.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003700, GO:0006352, GO:0006355	A0A699RGU8	
contig_3381	706	234.187	8.6027E-68	gb|KAF1857592.1|hypothetical protein Lal_00014601, partial [Lupinus albus]	GO:0003677, GO:0016779, GO:0003899, GO:0008233, GO:0006351, GO:0046872, GO:0006508, GO:0000428, GO:0004252, GO:0008236, GO:0016740, GO:0016787	A0A6A5LG07	
contig_764	654	25.409	23906.6	gb|KAF4373902.1|hypothetical protein F8388_007808 [Cannabis sativa]	GO:0003677, GO:0016779, GO:0003899, GO:0046872, GO:0006351, GO:0006366, GO:0000428, GO:0016740, GO:0005634	A0A7J6FTE6	
contig_3155	550	32.7278	75.8303	gb|OEL32462.1|DNA-directed RNA polymerase II subunit 1 [Dichanthelium oligosanthes]	GO:0003677, GO:0016779, GO:0003899, GO:0046872, GO:0006351, GO:0000428, GO:0006366, GO:0016740, GO:0005634	A0A1E5W4V0	
contig_2560	518	36.965	2.35732	ref|XP_018812853.1|uncharacterized protein LOC108985130 [Juglans regia]	GO:0003712, GO:0006351, GO:0006355, GO:0005634	A0A2I4E0C5	
contig_1150	550	36.965	3.49102	ref|XP_002509157.1|SNF2 super family [Micromonas commoda]	GO:0003677, GO:0000166, GO:0140658, GO:0017025, GO:0004386, GO:0006338, GO:0005634, GO:0005524, GO:0016787, GO:0016887	C1FJW2	
contig_1647	529	66.6254	2.29795E-10	ref|XP_016500302.1|PREDICTED: protein TONSOKU-like isoform X3 [Nicotiana tabacum]	GO:0072423, GO:0009933, GO:0005634, GO:0006325, GO:0040029	A0A1S4CGJ3	
contig_2173	558	45.4394	0.00453372	dbj|GEU28503.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003677, GO:0004803, GO:0006313	A0A699GFB8	
contig_3273	800	43.8986	0.0335334	dbj|GEU28429.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003677, GO:0015074, GO:0016740, GO:0006310	A0A699GEX0	
contig_2442	573	69.3218	3.97127E-12	gb|KMS64941.1|hypothetical protein BVRB_041060, partial [Beta vulgaris subsp. vulgaris]	GO:0003677, GO:0015074, GO:0006310	A0A0J7YMZ0	
contig_2823	679	88.5817	2.21858E-17	gb|KAC6650316.1|hypothetical protein FH972_027247 [Carpinus fangiana]	GO:0003677, GO:0015074, GO:0006310	A0A5N6L8V8	
contig_743	802	224.557	1.08687E-66	gb|KZV14194.1|Resolvase-like [Dorcoceras hygrometricum]	GO:0003677, GO:0016020, GO:0000150, GO:0016021, GO:0015074, GO:0006310	A0A2Z6ZY64	
contig_761	526	51.2174	5.17221E-5	dbj|GEU28056.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003677, GO:0000150, GO:0015074, GO:0006310	A0A699GLE4	
contig_2559	544	56.225	2.50921E-7	gb|EPS57784.1|hypothetical protein M569_17030, partial [Genlisea aurea]	GO:0003677, GO:0000150, GO:0015074, GO:0006310	S8BTR7	
contig_3045	558	87.4261	2.11945E-17	dbj|GEU28056.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003677, GO:0000150, GO:0015074, GO:0006310	A0A699GLE4	
contig_329	555	42.3578	0.0499559	gb|KAF1857557.1|hypothetical protein Lal_00014566 [Lupinus albus]	GO:0003677, GO:0000166, GO:0005525, GO:0003924, GO:0008033, GO:0006400, GO:0015074, GO:0006310, GO:0016740	A0A6A5L7S8	
contig_688	972	43.5134	0.0870318	gb|KAF1857557.1|hypothetical protein Lal_00014566 [Lupinus albus]	GO:0003677, GO:0000166, GO:0005525, GO:0003924, GO:0008033, GO:0006400, GO:0015074, GO:0006310, GO:0016740	A0A6A5L7S8	
contig_812	567	81.2629	2.88851E-15	gb|KAF1857557.1|hypothetical protein Lal_00014566 [Lupinus albus]	GO:0003677, GO:0000166, GO:0005525, GO:0003924, GO:0008033, GO:0006400, GO:0015074, GO:0006310, GO:0016740	A0A6A5L7S8	
contig_1020	560	80.1073	6.23053E-15	gb|KAF1857557.1|hypothetical protein Lal_00014566 [Lupinus albus]	GO:0003677, GO:0000166, GO:0005525, GO:0003924, GO:0008033, GO:0006400, GO:0015074, GO:0006310, GO:0016740	A0A6A5L7S8	
contig_1227	573	51.6026	3.92911E-5	gb|KAF1857557.1|hypothetical protein Lal_00014566 [Lupinus albus]	GO:0003677, GO:0000166, GO:0005525, GO:0003924, GO:0008033, GO:0006400, GO:0015074, GO:0006310, GO:0016740	A0A6A5L7S8	
contig_3113	685	41.9726	0.140027	gb|KAF1857557.1|hypothetical protein Lal_00014566 [Lupinus albus]	GO:0003677, GO:0000166, GO:0005525, GO:0003924, GO:0008033, GO:0006400, GO:0015074, GO:0006310, GO:0016740	A0A6A5L7S8	
contig_1738	508	44.669	0.00609028	dbj|GEU29193.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003677, GO:0008299, GO:0004803, GO:0032196, GO:0016020, GO:0016021, GO:0006310, GO:0006313, GO:0016787	A0A699GHI2	
contig_3135	832	88.9669	5.38394E-17	dbj|GEU29193.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003677, GO:0008299, GO:0004803, GO:0032196, GO:0016020, GO:0016021, GO:0006310, GO:0006313, GO:0016787	A0A699GHI2	
contig_567	550	44.2838	0.0102506	dbj|GEX10934.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003677, GO:0006310	A0A699H2E9	
contig_1119	629	284.263	4.94066E-95	gb|KAF1857588.1|hypothetical protein Lal_00014597 [Lupinus albus]	GO:0000166, GO:0004386, GO:0006310, GO:0005524, GO:0016787, GO:0003676	A0A6A5LBX9	
contig_201	944	48.1358	0.00320986	gb|KZV15431.1|hypothetical protein F511_16220 [Dorcoceras hygrometricum]	GO:0003677, GO:0000150, GO:0006310	A0A2Z7A2A3	
contig_1760	576	60.8474	1.35884E-9	gb|MQM06458.1|hypothetical protein [Colocasia esculenta]	GO:0090305, GO:0006308, GO:0090502, GO:0004518, GO:0046872, GO:0004519, GO:0004521, GO:0016787, GO:0000014, GO:0016788, GO:0003676	A0A843WIE2	
contig_2133	792	79.7221	1.6371E-14	gb|EEF24286.1|Modification methylase CcrMI, putative [Ricinus communis]	GO:0003677, GO:0006306, GO:0005737, GO:0006807, GO:0032775, GO:0016740, GO:0008170, GO:0032259, GO:0009007, GO:0008168, GO:0043414, GO:0044238, GO:0003676	B9TIM8	
contig_2546	704	52.373	1.41157E-5	ref|YP_009472582.1|hypothetical protein [Rhipilia penicilloides]	GO:0003677, GO:0006306, GO:0009507, GO:0006807, GO:0032775, GO:0008170, GO:0032259, GO:0009007, GO:0008168, GO:0043414, GO:0044238, GO:0009536, GO:0003676	A0A2P0QHN8	
contig_158	579	96.6709	1.78275E-20	dbj|GEU59331.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0006979, GO:0003677, GO:0006306, GO:0009507, GO:0016491, GO:0006807, GO:0016020, GO:0016021, GO:0032775, GO:0008170, GO:0032259, GO:0016887, GO:0055085, GO:0008199, GO:0015562, GO:0009007, GO:0008168, GO:0022857, GO:0043414, GO:0009307, GO:0044238, GO:0005524, GO:0003676	A0A6L2LC51	
contig_388	564	210.305	3.01082E-60	dbj|GEU59331.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0006979, GO:0003677, GO:0006306, GO:0009507, GO:0016491, GO:0006807, GO:0016020, GO:0016021, GO:0032775, GO:0008170, GO:0032259, GO:0016887, GO:0055085, GO:0008199, GO:0015562, GO:0009007, GO:0008168, GO:0022857, GO:0043414, GO:0009307, GO:0044238, GO:0005524, GO:0003676	A0A6L2LC51	
contig_1775	586	108.227	1.88858E-24	dbj|GEU59331.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0006979, GO:0003677, GO:0006306, GO:0009507, GO:0016491, GO:0006807, GO:0016020, GO:0016021, GO:0032775, GO:0008170, GO:0032259, GO:0016887, GO:0055085, GO:0008199, GO:0015562, GO:0009007, GO:0008168, GO:0022857, GO:0043414, GO:0009307, GO:0044238, GO:0005524, GO:0003676	A0A6L2LC51	
contig_2261	570	149.828	3.90582E-39	dbj|GEU59331.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0006979, GO:0003677, GO:0006306, GO:0009507, GO:0016491, GO:0006807, GO:0016020, GO:0016021, GO:0032775, GO:0008170, GO:0032259, GO:0016887, GO:0055085, GO:0008199, GO:0015562, GO:0009007, GO:0008168, GO:0022857, GO:0043414, GO:0009307, GO:0044238, GO:0005524, GO:0003676	A0A6L2LC51	
contig_3187	661	155.606	1.48315E-40	dbj|GEU59331.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0006979, GO:0003677, GO:0006306, GO:0009507, GO:0016491, GO:0006807, GO:0016020, GO:0016021, GO:0032775, GO:0008170, GO:0032259, GO:0016887, GO:0055085, GO:0008199, GO:0015562, GO:0009007, GO:0008168, GO:0022857, GO:0043414, GO:0009307, GO:0044238, GO:0005524, GO:0003676	A0A6L2LC51	
contig_3274	542	102.834	7.18978E-23	dbj|GEU59331.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0006979, GO:0003677, GO:0006306, GO:0009507, GO:0016491, GO:0006807, GO:0016020, GO:0016021, GO:0032775, GO:0008170, GO:0032259, GO:0016887, GO:0055085, GO:0008199, GO:0015562, GO:0009007, GO:0008168, GO:0022857, GO:0043414, GO:0009307, GO:0044238, GO:0005524, GO:0003676	A0A6L2LC51	
contig_979	501	57.3806	2.63898E-7	gb|EEF26905.1|conserved hypothetical protein [Ricinus communis]	GO:0090305, GO:0003677, GO:0000166, GO:0004518, GO:0009035, GO:0004519, GO:0006304, GO:0009307, GO:0016787, GO:0005524	B9TB59	
contig_1357	1043	389.808	3.86118E-120	dbj|GEU59332.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0090305, GO:0003677, GO:0000166, GO:0003824, GO:0004518, GO:0004519, GO:0006304, GO:0009307, GO:0016787, GO:0005524	A0A6L2LFG6	
contig_1391	687	32.7278	100.436	gb|RRT85867.1|hypothetical protein B296_00002863 [Ensete ventricosum]	GO:0003677, GO:0000166, GO:0140664, GO:0006298, GO:0030983, GO:0005524	A0A427BBL5	
contig_2506	737	39.6614	0.980158	gb|PWA66530.1|hypothetical protein CTI12_AA325340 [Artemisia annua]	GO:0006281, GO:0090305, GO:0003723, GO:0004518, GO:0003676	A0A2U1MZ37	
contig_2497	540	36.965	2.3339	gb|AQK41771.1|DNA-(apurinic or apyrimidinic site) lyase [Zea mays]	GO:0006281, GO:0090305, GO:0046872, GO:0003824, GO:0004518, GO:0016829, GO:0006974	A0A1D6J141	
contig_1317	669	104.76	2.01304E-24	ref|XP_001422113.1|predicted protein, partial [Ostreococcus lucimarinus CCE9901]	GO:0003677, GO:0006281, GO:0090305, GO:0004518, GO:0046872, GO:0003824, GO:0004519, GO:0016787, GO:0006974	A4S9S0	
contig_591	573	385.956	4.38266E-125	gb|KAF1853092.1|hypothetical protein Lal_00009451 [Lupinus albus]	GO:0003677, GO:0006281, GO:0000166, GO:0004386, GO:0003684, GO:0016787, GO:0005524, GO:0003676, GO:0006974	A0A6A5L3A4	
contig_1256	852	326.25	1.49469E-101	gb|KAF1856416.1|hypothetical protein Lal_00048591 [Lupinus albus]	GO:0006281, GO:0003677, GO:0000166, GO:0004386, GO:0003684, GO:0016787, GO:0005524, GO:0006974, GO:0003676	A0A6A5L5Q0	
contig_3299	573	217.624	9.80609E-63	gb|KAF1853208.1|hypothetical protein Lal_00009569 [Lupinus albus]	GO:0003677, GO:0046872, GO:0016020, GO:0016021, GO:0140664, GO:0016787, GO:0006281, GO:0008270, GO:0008770, GO:0008237, GO:0003684, GO:0005524, GO:0006633	A0A6A5KZG2	
contig_942	525	201.83	2.31326E-61	gb|KNA03495.1|hypothetical protein SOVF_208670 [Spinacia oleracea]	GO:0006281, GO:0005525, GO:0000166, GO:0046872, GO:0006396, GO:0008452, GO:0042245, GO:0030145, GO:0003909	A0A0K9Q8A3	
contig_2143	803	421.394	6.74905E-141	gb|KNA03304.1|hypothetical protein SOVF_210480 [Spinacia oleracea]	GO:0003677, GO:0006281, GO:0000166, GO:0032508, GO:0051287, GO:0048038, GO:0016651, GO:0009378, GO:0006310, GO:0004386, GO:0016787, GO:0005524	A0A0K9Q7T8	
contig_2554	719	253.447	1.07348E-76	gb|KNA03304.1|hypothetical protein SOVF_210480 [Spinacia oleracea]	GO:0003677, GO:0006281, GO:0000166, GO:0032508, GO:0051287, GO:0048038, GO:0016651, GO:0009378, GO:0006310, GO:0004386, GO:0016787, GO:0005524	A0A0K9Q7T8	
contig_2929	564	373.629	1.63311E-124	gb|KAF1853380.1|hypothetical protein Lal_00009747 [Lupinus albus]	GO:0006281, GO:0032508, GO:0003678, GO:0000166, GO:0006310, GO:0005524, GO:0003676	A0A6A5L002	
contig_134	1102	666.381	0.0	gb|KAF1853244.1|hypothetical protein Lal_00009605 [Lupinus albus]	GO:0006281, GO:0032508, GO:0005739, GO:0019464, GO:0009379, GO:0005960, GO:0009378, GO:0006310, GO:0005524	A0A6A5KQX7	
contig_264	514	82.0333	1.03063E-15	gb|KAF1853244.1|hypothetical protein Lal_00009605 [Lupinus albus]	GO:0006281, GO:0032508, GO:0005739, GO:0019464, GO:0009379, GO:0005960, GO:0009378, GO:0006310, GO:0005524	A0A6A5KQX7	
contig_571	668	94.3597	2.18106E-19	gb|KAF1853244.1|hypothetical protein Lal_00009605 [Lupinus albus]	GO:0006281, GO:0032508, GO:0005739, GO:0019464, GO:0009379, GO:0005960, GO:0009378, GO:0006310, GO:0005524	A0A6A5KQX7	
contig_1136	608	370.548	6.26828E-116	gb|KAF1853244.1|hypothetical protein Lal_00009605 [Lupinus albus]	GO:0006281, GO:0032508, GO:0005739, GO:0019464, GO:0009379, GO:0005960, GO:0009378, GO:0006310, GO:0005524	A0A6A5KQX7	
contig_1182	615	100.138	1.30181E-21	gb|KAF1853244.1|hypothetical protein Lal_00009605 [Lupinus albus]	GO:0006281, GO:0032508, GO:0005739, GO:0019464, GO:0009379, GO:0005960, GO:0009378, GO:0006310, GO:0005524	A0A6A5KQX7	
contig_1653	607	288.5	2.8121E-87	gb|KAF1853244.1|hypothetical protein Lal_00009605 [Lupinus albus]	GO:0006281, GO:0032508, GO:0005739, GO:0019464, GO:0009379, GO:0005960, GO:0009378, GO:0006310, GO:0005524	A0A6A5KQX7	
contig_1790	525	110.153	1.8438E-25	gb|KAF1853244.1|hypothetical protein Lal_00009605 [Lupinus albus]	GO:0006281, GO:0032508, GO:0005739, GO:0019464, GO:0009379, GO:0005960, GO:0009378, GO:0006310, GO:0005524	A0A6A5KQX7	
contig_3097	560	121.709	2.19603E-29	gb|KAF1853244.1|hypothetical protein Lal_00009605 [Lupinus albus]	GO:0006281, GO:0032508, GO:0005739, GO:0019464, GO:0009379, GO:0005960, GO:0009378, GO:0006310, GO:0005524	A0A6A5KQX7	
contig_3207	622	117.087	2.05595E-27	gb|KAF1853244.1|hypothetical protein Lal_00009605 [Lupinus albus]	GO:0006281, GO:0032508, GO:0005739, GO:0019464, GO:0009379, GO:0005960, GO:0009378, GO:0006310, GO:0005524	A0A6A5KQX7	
contig_744	542	98.5969	2.34097E-21	dbj|GEU28210.1|multifunctional non-homologous end joining protein LigD-like [Tanacetum cinerariifolium]	GO:0003677, GO:0003887, GO:0004527, GO:0003910, GO:0004518, GO:0003824, GO:0016020, GO:0016021, GO:0042908, GO:0071897, GO:0016740, GO:0016874, GO:0016787, GO:0090305, GO:0008152, GO:0006281, GO:0016779, GO:0055085, GO:0015562, GO:0022857, GO:0006310, GO:0005524, GO:0005886	A0A699GEQ3	
contig_2428	640	86.2705	1.25869E-16	dbj|GEU28210.1|multifunctional non-homologous end joining protein LigD-like [Tanacetum cinerariifolium]	GO:0003677, GO:0003887, GO:0004527, GO:0003910, GO:0004518, GO:0003824, GO:0016020, GO:0016021, GO:0042908, GO:0071897, GO:0016740, GO:0016874, GO:0016787, GO:0090305, GO:0008152, GO:0006281, GO:0016779, GO:0055085, GO:0015562, GO:0022857, GO:0006310, GO:0005524, GO:0005886	A0A699GEQ3	
contig_531	564	108.227	1.04273E-24	gb|KAF2281787.1|hypothetical protein GH714_042611 [Hevea brasiliensis]	GO:0003677, GO:0006281, GO:0000166, GO:0140664, GO:0006298, GO:0030983, GO:0005634, GO:0005524, GO:0006974	A0A6A6JZE9	
contig_1369	679	436.032	3.08079E-146	gb|KAF1853071.1|hypothetical protein Lal_00009429 [Lupinus albus]	GO:0003677, GO:0006281, GO:0000166, GO:0140664, GO:0006298, GO:0030983, GO:0005634, GO:0005524, GO:0006974	A0A6A5KWH4	
contig_1990	561	151.754	6.18177E-40	gb|KAF1853071.1|hypothetical protein Lal_00009429 [Lupinus albus]	GO:0003677, GO:0006281, GO:0000166, GO:0140664, GO:0006298, GO:0030983, GO:0005634, GO:0005524, GO:0006974	A0A6A5KWH4	
contig_1200	780	110.538	1.12186E-27	gb|KDO57804.1|hypothetical protein CISIN_1g038649mg [Citrus sinensis]	GO:0004844, GO:0006281, GO:0097510, GO:0005739, GO:0006284, GO:0016787, GO:0005634, GO:0006974	A0A067ERK9	
contig_2522	505	68.1662	1.05294E-15	gb|KAF1852460.1|hypothetical protein Lal_00037191 [Lupinus albus]	GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0046872, GO:0003824, GO:0004817, GO:0016874, GO:0006281, GO:0006284, GO:0006412, GO:0005524, GO:0006423	A0A6A5KXE0	
contig_687	725	119.783	3.2009E-28	gb|KAF1852509.1|hypothetical protein Lal_00037243 [Lupinus albus]	GO:0006281, GO:0003684	A0A6A5KV45	
contig_874	619	88.1965	1.80649E-17	gb|KAF1857376.1|hypothetical protein Lal_00044885 [Lupinus albus]	GO:0006281, GO:0003684	A0A6A5L8H2	
contig_2894	738	431.409	5.15266E-149	gb|KAF1855628.1|hypothetical protein Lal_00049379 [Lupinus albus]	GO:0006281, GO:0003677, GO:0046872, GO:0140664, GO:0003684, GO:0016787, GO:0005524	A0A6A5L6N5	
